,PLAYER,POS,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,2ndPTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,PERIPHERAL,Cluster
179,Ramon Sessions,PG,NYK,31,11,2,9,14.2,4.2,1.5,4.5,32.0,0.2,1.0,18.2,1.1,1.4,80.0,0.1,1.4,1.5,2.5,1.4,0.6,0.1,1.2,10.4,0,0,-2.3,0.5,0.0,2.2,6.1,3.6,4.6,12.2,0.1,1.2,93.3,102.0,-8.7,27.8,1.8,27.4,0.7,10.8,5.6,15.2,34.0,40.6,19.8,98.27,6.4,78.0,22.0,60.9,8.7,13.0,0.0,26.1,13.0,52.2,28.6,71.4,50.0,50.0,31.3,68.8,6.2,4
9,Willie Reed,C,LAC,27,28,11,17,10.0,4.9,2.0,3.0,67.5,0.0,0.0,100.0,0.9,1.6,55.6,0.9,2.0,2.9,0.2,0.4,0.2,0.5,1.4,10.3,0,0,-0.9,1.1,0.2,3.6,3.7,2.6,2.7,8.9,0.3,1.4,104.1,107.7,-3.6,3.4,0.6,5.1,9.3,23.6,15.9,8.4,68.1,67.1,17.0,103.72,12.3,98.8,1.2,79.7,7.2,2.2,3.6,18.1,17.4,72.5,67.3,32.7,0.0,100.0,66.1,33.9,5.4,5
13,Meyers Leonard,C,POR,25,12,4,8,11.1,5.6,2.3,3.8,60.0,0.6,1.1,53.8,0.5,0.7,75.0,0.4,2.3,2.8,0.6,0.3,0.3,0.0,1.6,10.3,0,0,-0.9,0.8,0.2,2.2,5.0,2.2,3.6,9.2,0.0,0.9,105.2,111.1,-5.9,8.9,2.33,12.0,4.3,25.9,14.7,5.1,67.8,69.0,17.4,100.54,12.6,71.1,28.9,59.7,20.9,31.3,3.0,9.0,3.0,38.8,75.0,25.0,100.0,0.0,81.5,18.5,4.700000000000001,1
262,Timothe Luwawu-Cabarrot,SF,PHI,22,30,14,16,16.7,6.3,2.2,5.8,37.7,1.0,3.3,30.0,0.9,1.3,71.8,0.4,1.4,1.8,1.0,0.9,0.3,0.1,2.2,10.3,0,0,-2.1,0.4,1.0,2.2,7.5,4.5,4.5,15.1,0.4,1.2,101.1,105.4,-4.3,9.2,1.15,12.4,2.5,8.3,5.5,10.8,46.3,49.4,18.0,105.54,3.6,42.9,57.1,37.9,3.2,47.4,15.8,14.7,15.3,34.7,86.1,13.9,96.7,3.3,90.9,9.1,4.000000000000001,2
100,Sam Dekker,PF,LAC,23,29,12,17,14.1,4.5,1.8,4.3,41.6,0.2,1.7,14.6,0.7,0.9,80.0,0.6,2.2,2.8,0.6,0.6,0.4,0.2,1.0,10.2,0,0,-0.2,0.5,1.1,2.9,4.3,3.7,4.3,11.7,0.2,0.7,103.7,102.7,0.9,5.9,1.06,10.1,4.7,16.3,10.7,9.5,44.4,48.2,16.4,101.13,7.7,61.6,38.4,68.7,4.6,16.0,25.2,15.3,15.3,64.1,66.7,33.3,85.7,14.3,69.2,30.8,5.699999999999999,3
176,Raul Neto,PG,UTA,25,17,8,9,13.3,4.9,1.9,4.1,47.1,0.6,1.3,45.5,0.5,0.8,61.5,0.1,1.2,1.4,1.9,0.7,0.4,0.1,0.8,10.2,0,0,5.2,0.4,0.7,2.4,3.5,2.6,1.6,10.0,0.4,1.1,106.7,90.7,16.0,22.1,2.75,27.3,1.0,10.1,5.6,9.9,54.3,55.5,17.1,99.04,10.5,68.6,31.4,54.8,7.1,35.7,14.3,9.5,23.8,47.6,26.1,73.9,90.0,10.0,45.5,54.5,5.299999999999999,0
330,Patrick McCaw,SG,GSW,22,30,24,6,15.9,3.9,1.5,3.4,44.6,0.5,1.5,31.1,0.4,0.6,70.6,0.3,1.0,1.3,1.5,0.6,0.8,0.2,1.1,10.1,0,0,0.2,0.3,0.7,1.8,5.6,4.9,3.7,15.9,0.2,0.7,109.8,104.8,5.0,12.9,2.42,26.5,2.2,7.1,4.7,11.0,51.5,53.5,11.8,100.33,5.8,55.4,44.6,53.4,6.9,36.2,18.1,10.3,31.9,46.6,67.7,32.3,100.0,0.0,77.8,22.2,6.199999999999999,6
321,Nick Young,SG,GSW,32,32,25,7,13.9,6.7,2.3,5.3,44.6,1.4,3.6,40.0,0.5,0.8,68.0,0.2,1.3,1.4,0.4,0.6,0.4,0.1,1.1,10.1,0,0,1.4,0.3,1.8,1.0,5.5,3.7,4.1,13.4,0.1,0.6,109.2,102.9,6.2,4.7,0.78,6.6,1.6,9.7,5.8,8.5,58.3,59.5,19.4,101.41,7.5,31.5,68.5,27.2,12.2,64.8,27.2,8.0,10.3,15.0,51.7,48.3,84.8,15.2,72.0,28.0,3.3999999999999995,2
92,Johnny O'Bryant III,PF,CHA,24,19,6,13,10.2,4.8,1.9,5.0,37.9,0.3,1.2,27.3,0.7,0.8,81.3,0.9,1.9,2.8,0.5,0.5,0.4,0.2,1.1,10.1,0,0,-3.7,0.6,0.2,1.7,2.4,2.3,2.7,11.1,0.4,0.9,90.3,105.2,-14.9,8.8,0.9,7.4,8.5,20.9,14.3,8.3,41.1,44.6,25.4,101.81,9.4,76.8,23.2,65.9,30.8,19.8,3.3,14.3,12.1,35.2,56.7,43.3,83.3,16.7,61.1,38.9,5.3,1
324,Antonio Blakeney,SG,CHI,21,11,1,10,14.9,7.1,2.5,7.0,36.4,0.7,2.5,28.6,1.3,1.7,73.7,0.3,1.5,1.8,0.6,0.7,0.2,0.0,0.7,10.0,0,0,-2.0,0.8,1.2,1.6,4.6,3.7,3.6,13.5,0.5,1.2,100.4,109.3,-8.9,7.1,0.88,7.0,2.0,11.6,6.7,8.0,41.6,45.7,25.5,98.39,5.9,63.6,36.4,51.3,28.2,30.8,16.7,17.9,14.1,23.1,35.0,65.0,62.5,37.5,42.9,57.1,2.9000000000000004,6
25,Timofey Mozgov,C,BKN,31,22,9,13,13.3,4.5,1.8,3.2,56.3,0.1,0.8,17.6,0.7,1.0,72.7,1.2,2.6,3.8,0.3,1.2,0.1,0.4,1.4,9.9,0,0,-4.5,1.0,0.2,3.3,5.8,3.2,3.3,12.9,0.1,1.3,91.2,105.7,-14.5,3.4,0.22,5.3,9.4,21.1,15.1,23.8,58.5,61.4,15.5,105.32,8.2,76.1,23.9,74.7,2.0,9.1,5.1,16.2,10.1,72.7,75.7,24.3,100.0,0.0,77.5,22.5,5.4,1
12,Deyonta Davis,C,MEM,21,21,4,17,10.9,3.5,1.6,2.6,60.0,0.0,0.0,0.0,0.3,0.5,63.6,0.9,2.1,3.0,0.4,0.5,0.3,0.6,1.8,9.9,0,0,-0.1,1.0,0.9,2.8,3.9,2.9,2.6,9.1,0.0,0.6,98.3,99.8,-1.5,6.5,0.82,11.3,9.2,22.4,15.9,13.8,60.0,61.0,13.8,96.56,10.8,100.0,0.0,90.4,11.0,0.0,24.7,9.6,26.0,79.5,69.7,30.3,0.0,0.0,69.7,30.3,6.4,1
331,C.J. Williams,SG,LAC,27,21,9,12,16.4,4.5,1.8,4.2,42.0,0.6,1.7,34.3,0.4,0.5,80.0,0.3,1.1,1.5,0.9,0.4,0.6,0.3,1.6,9.9,0,0,-1.3,0.6,0.7,2.1,5.1,3.8,4.2,12.8,0.2,0.4,103.4,105.1,-1.7,8.1,2.11,15.8,2.3,7.8,5.0,7.5,48.9,50.9,13.2,98.83,4.8,60.2,39.8,53.2,6.4,38.3,16.0,8.5,14.9,46.8,60.0,40.0,91.7,8.3,70.3,29.7,5.4,6
177,Kobi Simmons,PG,MEM,20,6,1,5,13.8,2.7,1.2,3.5,33.3,0.0,0.8,0.0,0.3,0.3,100.0,0.3,1.8,2.2,1.0,0.5,0.7,0.5,1.5,9.8,0,0,2.7,0.7,0.7,2.0,4.3,2.5,2.7,9.3,0.2,1.0,103.2,98.3,4.8,10.7,2.0,19.4,2.5,13.9,8.2,9.7,33.3,36.6,12.5,98.11,5.2,76.2,23.8,87.5,12.5,0.0,25.0,12.5,25.0,75.0,28.6,71.4,0.0,0.0,28.6,71.4,7.1000000000000005,0
322,Malik Monk,SG,CHA,19,29,9,20,14.5,5.9,2.1,6.2,34.6,1.2,3.4,34.3,0.4,0.6,70.6,0.1,1.0,1.1,1.5,0.7,0.3,0.1,1.0,9.8,0,0,-4.4,0.6,0.8,1.2,5.2,2.8,3.5,14.1,0.2,0.8,94.3,109.1,-14.8,17.2,2.05,17.2,0.5,7.9,4.1,8.4,44.1,45.6,21.1,102.78,5.4,44.7,55.3,32.9,12.9,60.0,13.5,7.1,15.3,20.0,50.0,50.0,67.6,32.4,59.7,40.3,3.9000000000000004,0
22,Zach Collins,C,POR,20,17,9,8,12.9,3.7,1.5,3.9,38.8,0.4,1.0,35.3,0.3,0.7,41.7,0.8,2.1,2.9,0.7,0.8,0.2,0.5,2.2,9.7,0,0,1.7,0.6,0.0,2.0,3.7,2.7,2.9,11.1,0.4,0.9,104.5,99.1,5.3,7.6,0.86,12.2,7.1,18.2,12.6,14.2,43.3,43.6,17.4,96.92,3.6,74.6,25.4,63.5,9.5,28.6,0.0,7.9,12.7,54.0,60.0,40.0,100.0,0.0,69.2,30.8,5.999999999999999,1
93,Eric Moreland,PF,DET,26,29,17,12,11.4,1.4,0.6,1.2,50.0,0.0,0.0,0.0,0.1,0.3,40.0,1.3,2.2,3.6,0.9,0.5,0.4,0.7,2.0,9.7,0,0,-0.4,0.5,0.1,1.2,3.1,2.5,1.1,9.0,0.2,1.0,98.6,101.6,-3.1,10.5,1.79,31.5,12.6,24.3,18.1,17.6,50.0,49.5,7.4,96.49,6.9,100.0,0.0,90.0,0.0,0.0,7.5,10.0,7.5,90.0,55.6,44.4,0.0,0.0,55.6,44.4,8.299999999999999,5
257,Justin Anderson,SF,PHI,24,10,5,5,12.6,5.0,1.8,4.8,37.5,0.9,2.6,34.6,0.5,0.7,71.4,1.0,1.7,2.7,0.3,0.4,0.3,0.1,1.9,9.5,0,0,-5.2,1.0,0.3,1.8,5.6,2.6,2.8,11.4,0.3,0.8,91.8,113.0,-21.1,4.3,0.75,5.2,7.9,14.9,11.3,6.9,46.9,48.9,18.4,102.55,5.3,45.8,54.2,36.0,0.0,54.0,6.0,10.0,10.0,36.0,66.7,33.3,100.0,0.0,83.3,16.7,4.5,3
267,Justin Jackson,SF,SAC,22,24,6,18,18.4,5.6,2.3,5.8,38.8,0.8,2.7,30.8,0.3,0.5,63.6,0.4,1.5,1.8,0.6,0.6,0.3,0.2,1.0,9.5,0,0,-4.4,0.5,0.9,1.9,5.6,5.4,4.3,17.2,0.1,0.8,95.3,107.3,-11.9,5.4,1.0,8.6,2.2,8.8,5.4,8.6,46.0,46.9,16.4,96.28,4.5,53.2,46.8,50.4,16.3,44.4,15.6,5.2,16.3,34.1,70.6,29.4,100.0,0.0,81.5,18.5,3.9000000000000004,2
260,Paul Zipser,SF,CHI,23,30,10,20,15.7,3.9,1.5,4.7,31.7,0.6,2.0,30.5,0.3,0.5,57.1,0.3,2.6,2.8,1.0,0.9,0.4,0.2,1.5,9.5,0,0,-4.4,0.2,0.4,1.4,5.8,3.6,3.5,15.1,0.3,0.7,96.5,110.5,-14.0,10.1,1.11,15.0,1.9,18.7,10.2,13.5,38.0,39.1,17.2,96.0,3.7,58.5,41.5,46.6,10.3,46.6,11.2,6.9,8.6,36.2,55.6,44.4,100.0,0.0,73.3,26.7,5.6,6
328,Ian Clark,SG,NOP,26,27,14,13,15.5,5.1,1.9,5.0,38.1,0.9,2.6,34.8,0.5,0.7,68.4,0.1,1.3,1.4,1.3,0.7,0.4,0.1,1.3,9.5,0,0,-0.2,0.0,0.7,1.3,6.7,4.7,4.0,15.9,0.2,0.4,108.1,108.4,-0.3,11.7,1.94,17.9,0.6,8.8,4.9,9.2,47.0,48.8,16.7,100.98,4.9,48.5,51.5,38.8,12.9,51.8,13.7,9.4,14.4,25.9,51.9,48.1,91.7,8.3,70.6,29.4,4.4,6
21,Channing Frye,C,CLE,34,30,22,8,12.5,4.2,1.7,3.4,50.0,0.5,1.7,30.8,0.2,0.2,100.0,0.2,2.1,2.3,0.7,0.3,0.4,0.2,1.3,9.5,0,0,3.3,0.5,0.1,1.4,3.9,3.4,2.1,11.0,0.1,0.6,116.3,103.5,12.8,7.0,2.22,14.9,2.0,17.8,10.7,6.7,57.8,59.5,13.8,99.53,8.2,49.0,51.0,56.0,22.4,38.4,1.6,5.6,14.4,33.6,80.0,20.0,100.0,0.0,86.3,13.7,5.3,3
4,JaVale McGee,C,GSW,30,28,22,6,8.1,3.7,1.6,2.7,60.0,0.0,0.1,0.0,0.5,0.6,77.8,0.7,1.3,1.9,0.5,0.4,0.3,0.7,1.2,9.4,0,0,0.9,0.4,0.7,2.9,4.2,2.8,2.7,8.3,0.1,0.6,116.4,110.0,6.5,9.3,1.36,13.8,10.0,16.0,13.2,10.1,60.0,62.7,17.6,103.74,10.0,96.0,4.0,86.5,7.7,0.0,19.2,13.5,13.5,78.8,86.7,13.3,0.0,0.0,86.7,13.3,5.7,5
14,Joffrey Lauvergne,C,SAS,26,20,14,6,11.1,4.4,1.9,3.8,50.7,0.0,0.2,0.0,0.6,1.0,60.0,1.3,2.0,3.2,0.7,0.8,0.3,0.0,1.2,9.4,0,0,-2.8,1.3,0.1,3.4,5.2,3.1,3.1,10.7,0.4,0.9,95.6,108.3,-12.8,9.8,0.87,11.6,13.2,21.4,17.2,13.4,50.7,52.5,19.5,98.55,10.0,96.0,4.0,86.4,9.1,0.0,2.3,13.6,13.6,77.3,65.8,34.2,0.0,0.0,65.8,34.2,5.0,5
258,Vince Carter,SF,SAC,40,20,7,13,13.9,2.9,1.1,3.5,31.9,0.5,1.9,27.0,0.2,0.4,42.9,0.3,1.2,1.5,1.0,0.4,0.6,0.6,1.4,9.3,0,0,-0.8,0.3,0.5,0.8,4.0,4.1,2.7,10.8,0.0,0.8,102.2,106.6,-4.4,9.8,2.71,19.4,2.2,10.3,6.2,7.1,39.1,39.5,12.9,97.39,3.6,46.4,53.6,42.1,14.0,52.6,15.8,5.3,8.8,28.1,66.7,33.3,100.0,0.0,81.8,18.2,6.4,2
316,Sean Kilpatrick,SG,MIL,28,18,7,11,11.6,5.3,1.8,5.5,32.3,0.7,2.7,26.5,1.0,1.1,94.7,0.1,2.3,2.3,1.1,0.9,0.1,0.1,0.6,9.3,0,0,-1.7,0.2,0.9,1.7,4.3,2.1,2.4,9.8,0.4,0.8,97.1,107.2,-10.1,15.2,1.19,13.3,0.5,20.3,10.0,11.2,38.9,44.2,24.7,102.69,8.2,50.5,49.5,40.0,8.4,41.1,17.9,18.9,9.5,31.6,52.6,47.4,69.2,30.8,59.4,40.6,4.000000000000001,6
333,Alex Abrines,SG,OKC,24,32,18,14,16.7,4.8,1.6,4.1,39.2,1.1,2.9,38.0,0.5,0.7,81.0,0.3,1.5,1.8,0.4,0.6,0.6,0.1,1.9,9.1,0,0,1.6,0.8,0.9,0.9,5.3,4.3,3.7,13.9,0.1,0.8,105.5,104.2,1.3,3.5,0.72,7.6,2.3,10.6,6.3,10.6,52.7,55.3,12.7,99.42,4.4,29.2,70.8,20.8,1.3,68.2,18.2,11.0,20.1,19.5,50.0,50.0,100.0,0.0,84.3,15.7,4.3,2
327,Sindarius Thornwell,SG,LAC,23,32,14,18,15.4,3.9,1.4,3.2,44.7,0.4,1.0,39.4,0.7,1.0,67.7,0.3,1.2,1.6,0.8,0.8,0.6,0.3,1.9,9.0,0,0,-3.7,0.3,0.8,1.6,6.5,4.0,4.8,13.3,0.4,1.1,96.3,104.5,-8.2,7.8,0.93,14.8,2.4,8.8,5.6,16.0,51.0,54.0,12.9,101.22,3.7,68.0,32.0,52.4,11.1,31.0,21.4,16.7,31.7,41.3,63.6,36.4,100.0,0.0,73.9,26.1,5.1,6
329,Dwayne Bacon,SG,CHA,22,28,11,17,15.9,3.6,1.5,3.9,37.3,0.4,1.1,33.3,0.4,0.5,71.4,0.0,3.0,3.1,0.7,0.5,0.3,0.1,1.3,9.0,0,0,-2.0,0.3,0.3,1.0,4.4,3.6,3.4,14.6,0.0,0.5,98.7,103.1,-4.4,6.8,1.33,13.2,0.2,20.0,9.9,9.9,41.8,43.9,12.6,102.25,5.9,72.7,27.3,60.8,33.3,29.4,7.8,9.8,22.5,27.5,54.8,45.2,100.0,0.0,65.9,34.1,5.4,6
256,Tony Allen,SF,NOP,36,22,12,10,12.4,4.7,2.0,4.1,48.4,0.2,0.5,33.3,0.5,1.0,52.4,0.9,1.2,2.1,0.4,0.9,0.5,0.1,2.2,8.9,0,0,-0.9,0.9,1.1,3.5,4.5,3.9,2.1,10.8,0.5,0.8,105.2,103.5,1.8,5.1,0.47,7.0,8.5,10.3,9.4,14.8,50.5,51.4,19.1,103.05,3.6,86.8,13.2,77.7,1.9,11.7,24.3,10.7,19.4,75.7,70.0,30.0,100.0,0.0,72.7,27.3,4.2,3
116,Lance Thomas,PF,NYK,29,30,15,15,18.5,4.4,1.5,4.0,37.0,0.5,1.6,34.0,0.9,1.1,81.8,0.8,2.0,2.7,0.4,0.6,0.4,0.0,1.7,8.7,0,0,0.4,0.6,0.2,1.1,7.1,4.7,4.4,15.2,0.3,1.3,105.3,103.5,1.8,2.9,0.67,7.3,5.0,12.2,8.7,11.0,43.7,49.1,12.3,95.96,3.9,60.5,39.5,42.7,16.8,36.6,4.6,20.6,16.8,26.0,39.3,60.7,100.0,0.0,61.4,38.6,4.299999999999999,2
8,Kevon Looney,C,GSW,21,27,22,5,9.8,2.7,1.1,2.0,54.7,0.0,0.0,0.0,0.5,1.0,53.8,0.9,1.6,2.5,0.4,0.5,0.3,0.7,1.6,8.7,0,0,0.9,0.5,0.4,2.1,3.8,2.1,2.7,9.0,0.4,0.9,108.7,102.0,6.7,5.9,0.79,12.3,11.3,18.0,14.8,15.7,54.7,55.9,12.9,101.78,6.2,100.0,0.0,80.6,2.8,0.0,13.9,19.4,13.9,77.8,79.3,20.7,0.0,0.0,79.3,20.7,5.999999999999999,5
26,Cristiano Felicio,C,CHI,25,23,5,18,14.0,3.8,1.6,2.6,61.7,0.0,0.0,0.0,0.6,1.0,58.3,1.0,1.7,2.7,0.6,0.7,0.2,0.2,1.9,8.5,0,0,-7.2,0.3,0.2,3.0,6.0,3.2,3.7,12.3,0.2,0.9,87.8,114.6,-26.8,7.4,0.88,13.9,7.8,13.9,10.7,15.9,61.7,62.4,12.0,98.07,5.7,100.0,0.0,84.1,4.5,0.0,4.5,15.9,13.6,79.5,75.7,24.3,0.0,0.0,75.7,24.3,4.7,1
1,Boban Marjanovic,C,DET,29,11,5,6,7.2,5.6,1.7,3.2,54.3,0.0,0.0,0.0,2.2,2.7,80.0,0.7,1.1,1.8,0.5,1.1,0.2,0.1,1.7,8.4,0,0,-0.5,1.2,0.0,3.1,3.6,1.4,0.9,5.1,0.2,2.1,100.4,106.8,-6.3,14.6,0.5,9.1,12.5,18.8,15.6,18.1,54.3,64.3,32.9,100.41,12.3,100.0,0.0,61.3,6.5,0.0,0.0,38.7,9.7,54.8,63.2,36.8,0.0,0.0,63.2,36.8,2.8000000000000007,5
91,Davis Bertans,PF,SAS,25,31,20,11,10.1,4.4,1.5,3.4,44.2,1.0,2.5,38.0,0.4,0.5,81.3,0.2,1.5,1.6,0.5,0.4,0.2,0.3,0.9,8.4,0,0,1.1,0.4,0.6,1.0,3.3,2.9,2.0,8.6,0.0,0.5,106.4,100.7,5.7,7.8,1.45,11.6,2.3,16.7,9.6,8.0,58.7,60.8,17.7,97.25,10.3,24.0,76.0,23.7,1.5,66.7,14.1,9.6,25.2,22.2,81.3,18.8,100.0,0.0,93.5,6.5,4.0,3
3,Georgios Papagiannis,C,SAC,20,7,1,6,7.8,3.1,1.6,2.7,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4,2.3,0.3,0.3,0.3,0.4,0.7,8.2,0,0,0.1,0.3,0.0,2.6,1.7,2.1,1.1,8.6,0.0,0.3,115.7,123.3,-7.5,4.9,1.0,8.7,13.3,25.0,18.8,8.7,57.9,57.9,17.3,94.14,10.2,100.0,0.0,100.0,18.2,0.0,0.0,0.0,0.0,81.8,63.6,36.4,0.0,0.0,63.6,36.4,5.1,5
326,DeAndre Liggins,SG,NOP,29,29,15,14,15.4,2.0,0.8,2.2,33.8,0.4,1.2,30.6,0.1,0.2,40.0,0.1,1.3,1.4,0.8,0.4,0.9,0.3,2.0,8.1,0,0,-4.3,0.2,0.1,0.3,4.3,3.4,2.8,13.4,0.0,0.9,98.1,109.2,-11.0,7.4,1.77,22.3,1.0,11.2,5.7,12.6,42.3,42.4,8.5,96.11,2.1,44.6,55.4,38.6,21.1,57.9,7.0,3.5,12.3,17.5,63.6,36.4,90.9,9.1,77.3,22.7,6.1,6
101,Patrick Patterson,PF,OKC,28,34,19,15,14.2,3.2,1.1,2.9,37.1,0.7,2.0,37.3,0.4,0.4,100.0,0.2,1.6,1.9,0.5,0.5,0.6,0.2,1.1,8.1,0,0,-1.1,0.1,0.3,0.5,3.8,3.5,2.4,11.6,0.1,0.6,100.3,103.4,-3.1,5.8,1.06,13.1,1.9,14.6,7.9,12.4,50.0,53.3,11.5,95.07,6.2,30.9,69.1,20.2,5.5,68.8,10.1,11.0,13.8,14.7,72.7,27.3,100.0,0.0,91.7,8.3,4.8999999999999995,3
7,Andrew Bogut,C,LAL,33,19,7,12,9.6,1.5,0.7,1.1,61.9,0.0,0.0,0.0,0.1,0.1,100.0,0.8,2.3,3.1,0.7,0.8,0.2,0.7,1.8,8.1,0,0,-1.3,0.7,0.1,1.3,3.7,2.4,2.6,8.1,0.1,0.3,95.7,100.7,-5.0,9.8,0.87,26.1,8.4,24.0,16.0,30.1,61.9,64.0,8.4,103.28,6.9,100.0,0.0,92.9,7.1,0.0,7.1,7.1,14.3,85.7,46.2,53.8,0.0,0.0,46.2,53.8,6.6,5
317,Brandon Paul,SG,SAS,26,32,21,11,12.0,3.3,1.2,2.7,43.0,0.4,1.3,31.7,0.6,0.9,64.3,0.1,1.2,1.2,0.9,0.6,0.7,0.2,1.3,8.0,0,0,-0.5,0.3,0.6,1.4,4.8,2.4,3.1,11.1,0.1,1.3,99.2,100.4,-1.2,11.5,1.58,20.4,0.6,11.7,5.9,12.9,50.6,53.4,13.7,98.15,6.3,52.3,47.7,45.7,3.8,37.1,18.1,17.1,23.8,41.9,66.7,33.3,92.3,7.7,75.7,24.3,4.7,6
6,Tarik Black,C,HOU,26,24,20,4,8.4,2.8,1.2,2.2,53.8,0.0,0.3,0.0,0.5,0.9,54.5,1.0,1.6,2.6,0.3,0.8,0.3,0.5,1.9,8.0,0,0,-1.6,0.5,0.1,2.3,4.0,2.0,2.2,7.3,0.2,0.7,101.7,109.6,-7.9,6.0,0.39,8.1,12.5,21.1,16.8,20.8,53.8,55.1,17.2,101.29,5.6,86.5,13.5,82.4,0.0,0.0,2.9,17.6,11.8,82.4,85.7,14.3,0.0,0.0,85.7,14.3,5.2,5
253,Royce O'Neale,SF,UTA,24,24,10,14,10.2,3.1,0.9,2.6,35.5,0.5,1.5,36.1,0.8,1.0,75.0,0.2,1.8,2.0,1.0,0.5,0.4,0.0,0.8,7.8,0,0,3.4,0.3,0.3,0.8,1.8,2.3,1.3,6.7,0.2,0.6,110.6,93.5,17.1,13.7,1.92,21.4,2.2,21.1,11.2,11.2,46.0,51.7,15.6,96.51,9.3,41.9,58.1,24.0,0.0,52.0,8.0,24.0,24.0,24.0,55.6,44.4,84.6,15.4,72.7,27.3,4.699999999999999,6
95,Juan Hernangomez,PF,DEN,22,17,10,7,12.1,3.3,1.1,3.0,37.3,0.6,2.1,31.4,0.4,0.5,77.8,0.8,1.6,2.4,0.5,0.4,0.2,0.1,1.1,7.6,0,0,-0.7,0.6,0.6,0.9,4.6,2.2,3.4,11.4,0.2,0.6,107.2,109.9,-2.7,5.3,1.33,11.6,6.9,16.6,11.2,8.7,48.0,50.9,12.6,95.52,5.9,31.4,68.6,28.6,0.0,58.9,19.6,12.5,19.6,28.6,50.0,50.0,90.9,9.1,73.7,26.3,4.3,3
255,Corey Brewer,SF,LAL,31,32,11,21,11.4,3.0,1.1,2.5,45.0,0.2,0.8,20.8,0.6,0.8,66.7,0.2,1.0,1.2,0.7,0.7,0.8,0.1,1.5,7.6,0,0,-1.5,0.2,0.9,1.9,5.2,3.5,3.7,10.6,0.2,0.9,101.1,106.0,-4.8,7.9,1.0,15.7,1.9,9.1,5.8,15.7,48.1,51.7,13.3,104.55,4.5,70.0,30.0,65.3,2.1,15.8,31.6,18.9,28.4,63.2,48.4,51.6,100.0,0.0,55.6,44.4,4.6,6
175,Shane Larkin,PG,BOS,25,26,20,6,10.8,3.5,1.2,3.3,36.8,0.5,1.3,34.3,0.6,0.7,83.3,0.1,1.0,1.2,1.2,0.3,0.4,0.0,1.0,7.5,0,0,0.3,0.1,0.2,0.9,2.3,2.2,1.4,8.8,0.3,1.0,96.9,95.8,1.1,19.9,3.33,22.4,1.1,10.7,5.7,6.7,43.7,47.9,17.0,94.06,8.1,59.8,40.2,44.0,17.6,39.6,6.6,16.5,24.2,26.4,40.0,60.0,91.7,8.3,59.4,40.6,4.0,0
96,Josh Huestis,PF,OKC,26,28,18,10,12.8,2.6,1.0,2.6,36.5,0.6,1.8,34.0,0.1,0.3,28.6,0.5,1.3,1.8,0.4,0.6,0.3,0.6,1.4,7.3,0,0,-0.3,0.6,0.3,0.6,4.0,3.5,2.4,10.4,0.1,0.4,105.6,104.2,1.4,4.1,0.63,9.7,4.3,11.8,7.9,15.5,48.0,47.4,11.5,96.81,2.8,32.4,67.6,27.4,2.7,69.9,11.0,2.7,13.7,24.7,70.0,30.0,100.0,0.0,88.9,11.1,4.699999999999999,3
393,Wes Iwundu,SF,ORL,23,17,4,13,13.1,3.2,1.4,3.6,39.3,0.2,0.8,23.1,0.2,0.4,42.9,0.5,1.4,1.8,0.8,0.4,0.3,0.1,0.8,7.3,0,0,-3.7,0.6,0.4,1.5,4.8,3.5,3.0,11.4,0.5,0.5,89.1,104.2,-15.1,10.7,2.33,16.7,3.6,11.8,7.5,7.1,41.8,42.1,14.1,98.9,5.3,78.7,21.3,77.8,29.6,16.7,11.1,5.6,14.8,48.1,57.1,42.9,100.0,0.0,62.5,37.5,4.1,6
314,Nik Stauskas,SG,BKN,24,12,4,8,11.0,4.5,1.3,3.1,43.2,1.0,2.0,50.0,0.8,1.1,76.9,0.3,0.8,1.1,0.7,0.8,0.4,0.0,0.5,7.3,0,0,-2.8,0.0,0.3,0.5,4.6,2.8,2.3,11.8,0.0,0.8,93.6,106.7,-13.1,10.4,0.89,13.4,2.4,8.3,5.3,15.1,59.5,63.2,17.2,99.44,8.6,35.1,64.9,14.8,3.7,66.7,7.4,18.5,18.5,11.1,25.0,75.0,66.7,33.3,56.3,43.8,2.8,6
