,PLAYER,POS,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,2ndPTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,PERIPHERAL,Cluster
223,Kris Dunn,PG,CHI,23,29,10,19,28.5,13.1,5.6,12.7,43.9,0.8,2.3,33.3,1.2,1.9,64.8,0.7,3.9,4.6,5.9,3.0,2.0,0.3,3.3,31.5,3,0,-4.0,1.3,1.4,6.1,9.4,6.4,7.1,27.4,0.8,1.8,99.2,105.5,-6.4,33.2,1.99,26.4,2.4,15.3,8.6,13.3,46.9,48.5,25.2,101.12,10.2,82.0,18.0,73.4,26.4,17.4,10.8,9.2,17.7,47.0,19.4,80.6,68.2,31.8,26.1,73.9,18.4,4
72,Rudy Gobert,C,UTA,25,18,7,11,29.9,11.6,4.2,7.1,59.8,0.0,0.0,0.0,3.1,4.6,68.3,2.6,6.9,9.6,1.2,1.9,0.6,2.3,2.3,31.3,8,0,-2.4,2.8,0.3,8.2,12.0,7.2,5.7,23.4,0.8,5.1,96.5,101.1,-4.6,6.7,0.6,9.6,9.7,26.3,17.9,16.0,59.8,63.8,16.4,98.92,14.5,100.0,0.0,73.1,1.9,0.0,2.9,26.9,10.6,71.2,75.0,25.0,0.0,0.0,75.0,25.0,19.700000000000003,5
374,Lou Williams,SG,LAC,31,32,14,18,31.0,20.8,6.8,15.2,44.4,2.7,6.5,40.7,4.6,5.2,89.1,0.5,2.2,2.7,4.7,2.7,0.9,0.2,1.4,31.3,1,0,0.1,1.7,2.2,5.9,10.8,8.8,8.6,27.7,0.8,3.7,107.5,108.7,-1.2,25.4,1.72,18.8,1.6,7.9,4.7,10.9,53.1,59.3,28.0,100.45,13.4,57.1,42.9,39.5,10.8,38.4,10.7,22.1,12.5,28.6,26.0,74.0,61.2,38.8,39.8,60.2,10.5,0
151,Robert Covington,PF,PHI,27,31,14,17,32.9,14.6,4.9,11.8,41.8,3.1,7.9,39.3,1.6,2.0,83.6,0.9,5.1,6.1,1.8,2.0,1.9,0.8,3.2,31.0,2,0,3.8,1.8,1.8,3.2,11.8,8.6,6.6,27.7,0.6,1.5,106.7,101.1,5.6,7.8,0.93,11.2,3.2,16.3,9.9,11.9,54.9,57.7,18.7,102.47,9.6,33.3,66.7,25.2,3.5,63.6,12.4,11.3,18.3,21.6,77.2,22.8,95.8,4.2,88.9,11.1,16.4,3
404,TJ Warren,SF,PHX,24,36,13,23,31.7,19.0,7.7,16.2,47.6,0.3,1.6,17.9,3.3,4.3,76.9,1.9,3.7,5.6,1.3,1.5,0.9,0.7,2.4,31.0,4,0,-3.7,2.9,3.8,11.0,12.1,9.5,8.6,32.7,0.7,3.3,102.8,107.9,-5.0,7.3,0.91,6.4,6.4,12.3,9.4,7.1,48.5,52.6,26.1,102.51,11.0,90.4,9.6,78.1,20.2,4.4,20.2,17.5,16.4,57.9,57.7,42.3,100.0,0.0,59.2,40.8,12.0,3
157,Harrison Barnes,PF,DAL,25,35,10,25,34.9,18.6,6.9,15.5,44.5,1.2,3.6,33.3,3.6,4.4,82.5,1.2,5.7,6.9,2.1,1.7,0.7,0.1,1.4,30.8,6,0,-5.9,1.3,1.0,8.1,10.9,8.1,10.5,30.7,0.8,3.3,100.9,110.0,-9.1,10.7,1.22,9.8,3.7,19.2,11.1,8.1,48.4,53.5,25.1,97.08,11.7,76.7,23.3,61.1,17.8,19.4,5.4,19.5,11.8,43.3,39.2,60.8,83.3,16.7,46.9,53.1,12.2,3
136,Nikola Mirotic,PF,CHI,26,10,8,2,25.5,18.5,6.5,12.9,50.4,2.8,5.8,48.3,2.7,4.0,67.5,1.0,6.6,7.6,0.9,0.7,0.4,0.4,1.9,30.7,2,0,5.6,2.3,1.8,5.2,6.9,5.1,6.6,24.6,0.9,3.0,109.0,100.0,9.0,5.7,1.29,5.5,4.1,28.4,15.9,4.3,61.2,63.1,25.6,101.73,16.9,55.0,45.0,40.0,11.9,45.4,9.7,14.6,14.6,28.1,56.8,43.2,85.7,14.3,69.2,30.8,12.2,3
79,Steven Adams,C,OKC,24,29,15,14,32.6,13.7,5.8,9.1,63.6,0.0,0.0,0.0,2.1,3.1,65.9,5.1,3.9,8.9,0.9,1.5,1.2,1.0,2.7,30.6,11,0,3.1,4.4,1.4,11.6,10.2,7.6,6.6,27.6,0.6,3.1,105.0,101.7,3.3,4.1,0.57,6.7,16.7,13.7,15.2,11.8,63.6,65.1,15.7,97.92,12.1,99.6,0.4,84.8,0.0,0.0,10.1,15.2,13.1,84.8,72.6,27.4,0.0,0.0,72.6,27.4,16.900000000000002,5
63,Enes Kanter,C,NYK,25,30,17,13,26.1,14.1,6.0,10.0,60.3,0.0,0.0,0.0,2.0,2.3,88.4,3.9,6.6,10.4,1.4,1.6,0.6,0.5,2.5,30.5,15,0,-1.0,4.5,0.6,11.2,10.7,6.2,7.1,23.9,1.1,2.3,104.7,107.7,-3.0,8.8,0.86,10.0,17.0,28.3,22.7,11.6,60.3,64.0,21.1,97.91,16.8,99.7,0.3,85.6,6.1,0.0,4.3,14.4,11.6,79.4,48.6,51.4,0.0,0.0,48.6,51.4,16.4,5
240,Jeff Teague,PG,MIN,29,30,19,11,34.1,13.4,4.9,11.0,44.8,1.4,3.6,37.6,2.2,2.7,82.5,0.4,2.6,3.0,7.2,3.1,1.5,0.4,2.6,30.4,7,0,2.4,0.6,1.1,5.5,11.4,8.4,10.3,32.3,0.7,3.0,110.0,107.1,2.9,30.0,2.34,32.0,1.3,9.0,5.1,13.7,51.1,55.2,19.5,99.54,9.7,67.0,33.0,53.1,12.4,30.5,7.9,16.4,18.4,40.7,11.2,88.8,51.2,48.8,22.3,77.7,17.0,4
406,Tim Hardaway Jr.,SG,NYK,25,21,11,10,34.1,17.8,6.3,15.1,42.0,2.3,7.2,31.6,2.9,3.6,80.0,0.8,3.4,4.2,3.3,1.7,1.1,0.2,2.2,30.3,2,0,2.3,2.7,1.6,5.6,12.0,8.5,8.0,26.9,1.0,3.6,107.6,104.8,2.8,14.7,1.94,15.4,2.7,10.6,6.8,7.9,49.5,53.4,23.3,99.8,10.0,52.1,47.9,45.5,13.9,38.5,8.8,16.0,15.0,31.6,42.4,57.6,75.0,25.0,54.1,45.9,12.5,6
300,Brandon Ingram,SF,LAL,20,30,11,19,34.8,16.0,5.9,13.3,44.7,0.6,1.7,34.0,3.6,5.4,67.1,1.1,4.4,5.5,3.3,2.5,0.9,0.7,3.3,30.2,3,0,-3.8,1.8,2.4,8.3,13.3,10.2,8.3,35.7,1.3,4.7,98.7,103.1,-4.4,14.8,1.34,15.4,3.2,13.4,8.2,11.5,46.9,51.3,21.7,104.33,8.5,87.4,12.6,66.9,15.4,10.6,15.2,22.5,14.6,51.6,35.4,64.6,88.2,11.8,40.4,59.6,14.2,6
402,Otto Porter Jr.,SF,WAS,24,31,18,13,31.0,14.6,5.8,11.4,50.7,1.7,3.8,45.8,1.3,1.6,80.0,1.2,5.4,6.6,1.7,0.8,1.5,0.5,1.8,30.2,7,0,2.4,1.9,2.0,4.7,8.7,7.7,6.5,28.6,0.4,1.5,105.5,102.8,2.7,8.5,2.08,11.5,4.2,19.1,11.7,5.5,58.4,60.3,18.4,99.21,13.4,66.6,33.4,55.3,23.0,35.8,13.5,8.8,23.0,32.3,56.0,44.0,92.6,7.4,67.0,33.0,15.6,3
376,Will Barton,SG,DEN,27,33,19,14,31.2,14.5,5.4,12.0,44.8,1.8,4.9,37.0,2.0,2.7,72.2,0.9,4.3,5.2,3.8,1.7,1.1,0.6,2.0,29.9,0,0,-0.1,1.6,3.8,6.6,13.3,6.9,7.2,31.5,0.8,2.2,106.1,107.9,-1.8,18.5,2.21,20.2,3.1,15.5,9.2,9.1,52.4,55.1,20.5,99.16,11.2,59.0,41.0,48.9,3.3,37.6,26.5,13.6,19.4,45.5,35.0,65.0,75.0,25.0,48.6,51.4,15.399999999999999,6
153,Carmelo Anthony,PF,OKC,33,33,18,15,33.1,17.5,6.5,15.8,40.8,2.2,5.9,36.2,2.5,3.3,75.9,0.7,5.4,6.2,1.5,1.5,0.7,0.6,2.7,29.8,4,0,3.4,2.6,1.8,2.8,10.2,7.4,6.2,28.7,0.8,2.7,105.5,102.2,3.3,7.4,1.02,7.5,2.4,19.5,10.5,7.3,47.6,50.8,24.4,97.4,10.0,62.5,37.5,49.1,32.8,36.8,10.5,14.2,17.1,16.2,37.3,62.7,88.7,11.3,54.5,45.5,12.3,3
370,Donovan Mitchell,SG,UTA,21,33,14,19,30.4,17.9,6.7,15.3,43.8,2.2,6.1,36.3,2.3,2.7,85.2,0.5,2.5,3.1,3.4,2.5,1.5,0.4,3.2,29.8,0,0,0.2,1.5,1.7,7.6,10.7,7.4,5.8,27.1,1.0,2.7,105.9,105.9,0.1,19.6,1.37,15.1,1.9,9.7,5.8,11.0,51.0,54.3,28.3,97.18,9.8,60.2,39.8,50.2,7.8,37.1,9.3,12.7,14.6,42.4,23.0,77.0,67.1,32.9,37.6,62.4,11.900000000000002,0
148,Kyle Kuzma,PF,LAL,22,31,11,20,31.9,18.1,6.8,13.6,49.9,2.1,5.0,41.6,2.5,3.3,75.7,1.7,5.1,6.8,1.7,1.9,0.5,0.3,2.1,29.3,9,0,-2.1,2.6,2.5,8.5,12.9,9.1,8.4,32.5,0.5,2.4,103.2,106.0,-2.8,8.6,0.92,9.3,5.6,17.2,11.4,10.2,57.5,60.3,22.1,104.43,12.4,63.4,36.6,52.0,5.3,34.2,13.5,13.9,14.2,46.6,54.1,45.9,90.6,9.4,65.2,34.8,11.2,3
386,Gary Harris,SG,DEN,23,31,18,13,34.4,16.2,6.2,13.0,48.0,2.2,5.9,37.9,1.5,1.9,78.3,0.7,2.1,2.8,3.3,2.0,1.9,0.4,1.9,29.2,0,0,5.1,2.1,2.6,6.6,12.9,8.1,7.5,32.7,0.6,2.0,110.7,103.1,7.6,14.4,1.66,17.1,2.4,7.0,4.7,10.3,56.6,58.6,20.2,97.96,9.8,54.7,45.3,49.4,8.8,41.2,16.3,9.4,20.1,40.6,50.0,50.0,92.8,7.2,65.3,34.7,13.0,2
225,Elfrid Payton,PG,ORL,23,26,6,20,28.8,12.3,5.2,10.2,51.3,0.6,1.7,36.4,1.3,2.3,55.9,1.1,2.8,3.9,6.4,2.5,1.3,0.3,2.3,29.1,3,0,-4.8,0.8,2.7,8.2,10.9,7.9,7.3,31.0,0.7,2.4,106.6,113.8,-7.2,32.1,2.61,32.0,4.2,11.1,7.5,12.3,54.3,55.2,20.5,102.5,10.2,83.4,16.6,74.8,8.1,15.0,21.5,10.3,11.5,66.7,18.3,81.7,81.3,18.8,25.7,74.3,16.8,4
365,Kent Bazemore,SG,ATL,28,33,8,25,28.6,12.5,4.2,10.2,40.9,1.5,4.0,37.9,2.6,3.2,81.1,0.4,4.1,4.5,3.9,2.4,1.9,0.6,2.3,29.1,0,0,-2.5,1.4,1.6,3.7,11.2,8.6,6.6,26.7,0.5,2.6,104.2,107.4,-3.2,20.9,1.65,21.8,1.7,16.9,9.3,13.2,48.4,53.7,21.8,99.48,10.7,60.8,39.2,42.7,13.1,36.4,12.6,20.9,22.8,29.6,36.4,63.6,88.0,12.0,55.1,44.9,16.6,6
150,Tobias Harris,PF,DET,25,33,19,14,32.7,18.1,6.7,14.5,46.0,2.7,6.1,45.0,2.0,2.3,85.7,0.9,4.4,5.3,1.7,1.0,0.7,0.2,1.8,28.8,1,0,0.6,1.4,1.9,5.9,10.5,7.8,5.8,29.7,0.9,1.8,106.6,107.5,-0.9,8.2,1.67,9.1,3.0,15.7,9.1,5.5,55.4,58.2,22.2,97.72,11.5,58.3,41.7,43.8,11.4,45.2,10.4,11.0,15.2,32.4,49.6,50.4,84.4,15.6,63.8,36.2,10.7,2
289,Rondae Hollis-Jefferson,SF,BKN,23,30,11,19,28.2,14.7,5.2,10.8,48.0,0.3,0.8,32.0,4.1,5.0,80.8,1.6,4.6,6.3,2.1,1.5,0.9,0.8,1.9,28.8,5,0,-2.2,1.9,1.7,7.1,8.9,7.3,6.4,27.8,0.7,4.0,106.2,108.6,-2.4,12.2,1.39,12.8,5.9,17.9,11.7,9.2,49.2,56.5,21.9,102.95,12.3,92.3,7.7,67.0,19.0,5.4,11.8,27.6,8.4,48.0,52.0,48.0,100.0,0.0,54.5,45.5,14.100000000000001,3
65,Jusuf Nurkic,C,POR,23,30,16,14,27.2,14.5,6.0,13.0,45.8,0.0,0.2,0.0,2.6,4.0,63.6,1.7,5.7,7.4,1.8,2.9,0.6,1.2,3.0,28.8,6,0,-0.5,1.5,0.2,9.7,9.0,7.2,4.8,25.6,0.9,4.2,99.8,100.5,-0.7,12.2,0.64,9.4,6.9,22.3,14.7,14.7,45.8,49.0,28.7,99.72,10.3,98.5,1.5,82.3,15.6,0.0,1.4,17.7,11.7,66.7,76.0,24.0,0.0,0.0,76.0,24.0,14.3,5
302,Andrew Wiggins,SF,MIN,22,34,21,13,36.4,17.5,6.7,15.7,42.8,1.3,4.2,30.1,2.9,4.5,63.0,1.1,2.9,4.0,1.8,1.7,1.2,0.6,1.8,28.6,0,0,2.9,2.2,2.0,7.4,12.0,9.1,10.3,34.1,0.8,3.3,110.3,106.5,3.8,7.3,1.02,8.3,3.4,9.2,6.3,8.2,46.8,49.6,23.2,98.74,7.1,73.2,26.8,62.1,19.8,21.6,11.6,16.3,17.6,42.3,50.3,49.7,79.1,20.9,55.7,44.3,11.100000000000001,2
232,Goran Dragic,PG,MIA,31,31,16,15,31.3,16.4,6.0,13.8,43.6,1.5,4.1,36.5,2.8,3.7,76.3,0.7,3.3,4.0,4.4,2.4,0.9,0.2,2.2,28.6,0,0,-2.3,1.1,1.9,6.9,11.1,8.5,6.1,29.3,0.7,3.5,101.2,105.4,-4.2,23.6,1.82,19.6,2.5,12.0,7.3,10.8,49.0,52.9,25.6,98.15,11.0,70.6,29.4,55.6,13.4,27.2,11.8,17.2,20.3,42.2,30.5,69.5,76.1,23.9,41.7,58.3,12.200000000000003,0
219,Spencer Dinwiddie,PG,BKN,24,32,12,20,27.0,12.9,4.3,10.8,40.1,2.1,5.7,36.3,2.3,2.9,77.4,0.6,2.6,3.2,6.5,1.3,0.7,0.4,2.6,28.5,2,0,1.6,1.0,0.8,3.9,8.3,6.2,5.6,23.9,0.6,2.4,107.7,105.8,1.9,37.0,4.86,32.8,2.3,10.4,6.3,6.8,49.7,53.8,21.4,100.16,12.0,47.1,52.9,34.8,4.3,47.8,6.5,17.4,14.0,30.4,9.7,90.3,57.6,42.4,32.6,67.4,15.6,4
137,Zach Randolph,PF,SAC,36,30,11,19,26.0,15.5,6.6,12.8,51.4,0.8,2.3,34.8,1.5,2.0,76.7,1.7,5.2,6.9,2.3,1.9,0.8,0.2,2.0,28.4,4,0,-6.2,2.9,0.1,8.3,9.1,6.0,7.2,24.5,0.5,2.7,99.1,112.9,-13.8,16.1,1.19,12.7,7.5,24.6,15.6,10.6,54.5,56.6,27.0,96.4,14.5,82.1,17.9,74.7,21.5,15.5,0.9,9.9,10.9,53.2,40.8,59.2,95.8,4.2,47.5,52.5,12.899999999999999,1
297,Evan Fournier,SF,ORL,25,27,11,16,32.4,18.2,6.6,13.9,47.9,2.2,5.4,41.4,2.7,3.1,86.9,0.5,2.7,3.2,3.0,2.0,1.0,0.3,2.4,28.4,0,0,-1.7,0.9,1.6,6.6,11.4,9.2,7.9,34.5,0.9,2.8,106.8,107.9,-1.1,13.7,1.48,14.7,1.8,9.1,5.5,9.9,55.9,59.7,23.0,104.07,9.5,61.2,38.8,48.5,12.2,36.7,9.0,14.9,14.7,36.3,53.8,46.2,85.0,15.0,64.2,35.8,10.2,6
58,Pau Gasol,C,SAS,37,33,23,10,25.1,10.8,4.0,8.3,48.0,0.8,2.0,42.4,1.9,2.3,81.8,1.5,6.7,8.2,3.2,1.4,0.3,1.2,1.5,28.4,7,1,2.5,1.6,0.6,4.7,7.6,5.8,5.5,22.2,0.5,2.1,104.6,99.6,5.0,19.7,2.26,22.9,6.5,27.1,17.3,10.2,53.1,57.5,19.5,96.31,15.6,76.0,24.0,58.6,15.2,23.7,5.4,17.7,14.4,43.4,58.7,41.3,100.0,0.0,67.4,32.6,17.599999999999998,5
230,Mike Conley,PG,MEM,30,12,7,5,31.1,17.1,5.3,14.0,38.1,2.0,6.4,31.2,4.4,5.5,80.3,0.0,2.3,2.3,4.1,1.5,1.0,0.3,2.0,28.2,0,0,-1.4,0.8,1.7,5.8,7.8,9.8,7.2,26.8,0.7,4.8,103.2,103.0,0.2,23.4,2.72,18.6,0.0,8.0,4.1,6.8,45.2,52.0,27.1,96.38,11.0,54.2,45.8,39.0,4.9,35.1,9.8,25.9,11.2,34.1,20.0,80.0,54.2,45.8,32.8,67.2,11.099999999999998,0
388,Kentavious Caldwell-Pope,SG,LAL,24,28,9,19,34.8,13.7,4.9,12.3,39.5,2.1,6.3,33.5,1.9,2.5,73.2,0.9,4.3,5.2,2.2,1.6,1.8,0.3,1.8,28.0,1,0,-1.8,1.5,3.7,3.7,12.1,9.7,8.1,37.1,0.4,2.1,100.7,102.9,-2.3,9.2,1.41,12.9,2.5,13.5,7.8,9.1,48.1,51.0,17.9,104.63,8.6,48.8,51.2,40.2,13.1,46.2,27.2,13.6,15.9,27.2,58.4,41.6,83.1,16.9,69.1,30.9,14.3,2
152,Thaddeus Young,PF,IND,29,34,19,15,32.9,12.2,5.3,10.9,48.8,1.0,2.7,35.5,0.6,1.0,61.8,2.1,4.1,6.1,1.9,1.2,1.7,0.4,2.3,27.7,2,0,2.7,1.8,1.0,7.2,10.3,9.5,8.0,32.4,0.6,1.5,110.2,105.3,5.0,8.5,1.61,13.4,7.5,13.3,10.5,8.3,53.2,53.9,17.3,98.49,9.0,74.9,25.1,71.2,12.5,23.8,7.9,5.0,15.1,58.7,52.0,48.0,97.0,3.0,60.2,39.8,15.5,3
144,Lauri Markkanen,PF,CHI,20,30,8,22,29.6,14.2,5.1,12.6,40.4,2.1,6.2,33.2,2.0,2.4,83.1,1.1,6.5,7.6,1.3,1.3,0.5,0.5,1.6,27.1,7,0,-4.9,1.2,1.2,4.3,11.1,6.4,7.3,28.1,0.7,2.7,98.6,107.2,-8.6,7.4,1.05,8.2,3.8,24.4,13.6,7.8,48.5,52.0,22.3,99.03,10.9,50.7,49.3,42.6,12.6,43.6,8.7,13.8,15.0,30.0,63.7,36.3,95.2,4.8,76.5,23.5,12.900000000000002,3
227,Darren Collison,PG,IND,30,33,18,15,30.3,12.0,4.4,9.3,47.7,1.2,3.0,40.8,1.9,2.2,86.3,0.6,2.4,3.0,5.8,1.4,1.2,0.2,2.0,26.9,5,0,1.2,0.9,2.8,3.7,9.6,8.1,7.2,30.6,0.5,2.1,110.9,107.5,3.4,26.2,4.22,33.2,2.4,8.7,5.6,7.9,54.2,58.4,17.2,99.89,10.5,68.0,32.0,53.7,22.8,30.4,23.0,15.9,23.0,30.9,30.2,69.8,72.5,27.5,41.8,58.2,14.899999999999999,4
155,Taj Gibson,PF,MIN,32,34,21,13,33.4,11.6,4.8,8.5,55.9,0.2,0.7,26.1,1.9,2.3,80.8,2.8,5.4,8.2,1.4,1.3,0.9,0.7,2.8,26.8,12,0,3.0,3.1,0.8,8.0,11.0,8.7,9.7,31.2,0.8,1.7,110.7,105.4,5.3,5.8,1.07,11.1,9.5,18.6,14.0,10.4,56.9,60.6,14.3,98.3,9.8,92.1,7.9,79.4,10.2,4.6,6.6,16.0,17.6,69.2,68.6,31.4,100.0,0.0,69.8,30.2,15.200000000000001,1
292,Jayson Tatum,SF,BOS,19,37,27,10,30.7,14.0,4.7,9.2,51.5,1.5,3.0,50.0,3.0,3.7,82.4,0.8,4.8,5.6,1.4,1.3,0.9,0.8,2.2,26.7,3,0,4.4,1.2,2.1,4.8,9.1,6.9,5.8,26.2,0.5,2.6,107.1,100.4,6.7,7.2,1.13,10.6,3.0,16.7,10.1,9.4,59.7,64.8,17.8,97.93,12.1,67.1,32.9,45.9,12.0,32.4,14.7,21.6,18.5,34.0,52.1,47.9,94.6,5.4,65.7,34.3,12.7,2
290,DeMarre Carroll,SF,BKN,31,30,12,18,29.1,12.9,4.2,10.5,40.0,1.8,5.2,35.3,2.6,3.5,75.2,1.7,5.3,7.0,1.9,1.4,0.9,0.4,2.3,26.6,3,0,-0.6,1.5,1.6,4.1,9.7,7.1,6.9,27.5,0.7,2.7,103.5,105.7,-2.2,10.1,1.39,12.4,5.9,19.5,12.6,8.9,48.7,53.4,19.3,103.41,10.3,50.5,49.5,36.8,4.7,42.7,12.7,20.5,16.3,32.1,43.7,56.3,89.1,10.9,63.5,36.5,13.700000000000001,3
141,Serge Ibaka,PF,TOR,28,29,20,9,28.0,14.0,5.6,11.0,50.6,1.7,4.3,38.7,1.2,1.7,72.0,1.0,5.2,6.1,0.7,1.2,0.3,1.4,3.0,26.6,2,0,5.7,1.3,1.5,4.9,9.0,7.8,7.8,26.2,0.4,1.3,113.0,103.2,9.8,3.5,0.56,4.8,4.1,20.1,12.4,8.7,58.2,59.7,20.1,101.31,10.4,61.0,39.0,55.7,20.7,35.5,10.6,8.9,15.0,35.0,65.5,34.5,97.9,2.1,75.2,24.8,12.600000000000001,3
382,Justin Holiday,SG,CHI,28,32,11,21,33.4,13.4,4.6,12.4,37.0,2.4,6.7,35.7,1.9,2.4,78.9,0.5,3.9,4.4,2.3,1.3,1.2,0.7,1.9,26.6,1,0,-1.4,1.0,1.3,2.5,10.5,7.3,8.2,30.3,0.5,1.8,101.9,105.0,-3.0,10.1,1.83,13.4,1.6,12.8,7.0,7.4,46.6,49.9,19.1,100.12,7.5,46.3,53.7,33.0,14.4,53.0,9.3,14.0,15.6,18.6,67.6,32.4,94.7,5.3,81.6,18.4,13.200000000000001,2
381,Austin Rivers,SG,LAC,25,31,14,17,32.9,15.9,5.7,13.7,41.8,2.5,6.2,40.4,1.9,2.9,64.8,0.5,1.6,2.1,3.6,1.9,1.3,0.3,2.5,26.6,0,0,-1.7,1.1,1.4,6.1,11.3,8.8,9.9,29.5,1.1,2.5,107.7,110.4,-2.7,18.0,1.9,17.6,1.6,5.7,3.6,9.3,50.9,52.9,22.9,97.34,7.5,54.7,45.3,40.6,2.0,47.5,8.5,12.0,13.6,38.5,22.0,78.0,50.0,50.0,34.3,65.7,10.700000000000001,0
361,Jeremy Lamb,SG,CHA,25,32,12,20,26.9,14.8,5.2,11.8,44.4,1.2,3.4,34.9,3.1,3.6,87.7,0.5,4.1,4.6,2.6,1.4,0.7,0.4,1.8,26.0,0,0,-0.7,1.1,1.1,5.1,8.5,5.0,5.1,24.0,0.3,2.7,105.4,106.0,-0.6,16.1,1.8,15.0,2.0,16.9,9.4,8.3,49.5,55.4,23.7,101.08,12.2,71.0,29.0,54.7,19.9,24.2,7.6,21.2,9.5,34.7,33.3,66.7,78.9,21.1,43.7,56.3,11.2,6
294,Jaylen Brown,SF,BOS,21,34,25,9,31.2,14.5,5.3,11.2,47.6,1.8,4.5,40.1,2.0,3.5,57.5,1.0,4.7,5.8,1.2,1.7,1.1,0.4,2.9,26.0,2,0,5.9,1.4,2.2,5.9,9.1,7.1,5.7,27.2,0.7,3.0,108.3,100.4,7.9,5.8,0.69,7.5,3.8,16.1,10.2,10.9,55.7,56.8,20.7,98.27,9.0,60.0,40.0,48.8,8.1,37.2,15.2,14.0,21.1,40.7,59.2,40.8,98.4,1.6,72.4,27.6,11.5,2
220,Reggie Jackson,PG,DET,27,33,19,14,27.1,14.6,5.5,12.3,44.6,1.3,3.8,33.9,2.4,2.8,84.0,0.7,2.2,2.8,5.5,2.5,0.6,0.1,2.1,25.9,0,0,-0.4,0.8,1.2,6.4,9.3,6.5,5.5,23.7,0.6,2.7,105.7,107.0,-1.3,33.1,2.2,25.4,2.7,9.5,6.0,11.6,49.8,54.0,26.0,98.22,11.0,69.5,30.5,57.6,13.7,26.1,8.5,16.4,15.5,43.9,10.1,89.9,59.5,40.5,21.5,78.5,11.299999999999999,4
405,JJ Redick,SG,PHI,33,29,13,16,33.5,16.8,5.7,13.0,43.7,2.6,6.7,39.2,2.8,2.9,95.3,0.2,2.6,2.8,3.4,1.6,0.6,0.1,2.2,25.7,0,0,0.9,1.9,1.9,1.8,13.0,9.3,7.2,28.6,0.7,2.3,106.1,104.3,1.7,15.6,2.13,17.8,0.7,7.9,4.4,8.4,53.7,58.6,20.0,103.07,9.4,48.7,51.3,36.6,25.9,46.8,11.3,16.6,14.8,10.7,75.3,24.7,85.5,14.5,80.0,20.0,8.899999999999999,2
146,Dario Saric,PF,PHI,23,32,15,17,30.4,12.7,4.8,11.3,42.2,1.6,4.9,33.1,1.5,1.8,83.1,2.2,4.8,6.9,2.5,1.8,0.6,0.3,2.2,25.7,6,0,-2.0,2.1,0.6,5.2,12.4,7.4,6.8,24.9,0.8,2.0,103.8,105.8,-2.0,12.8,1.4,15.4,8.0,16.5,12.4,11.0,49.4,52.5,19.3,102.52,9.7,56.4,43.6,49.4,8.4,38.5,4.4,12.1,15.1,41.0,64.0,36.0,100.0,0.0,76.3,23.7,13.0,1
139,James Johnson,PF,MIA,30,29,14,15,26.8,10.8,4.1,8.2,50.0,0.8,2.5,33.3,1.7,2.4,70.4,0.8,4.2,5.0,4.0,2.3,1.0,0.8,2.8,25.7,2,0,-0.3,0.5,0.3,5.8,10.2,7.7,4.5,24.0,0.4,1.9,104.6,105.7,-1.0,23.4,1.71,25.6,3.7,17.7,10.9,15.0,55.0,57.9,19.8,97.68,11.1,69.7,30.3,60.9,7.1,23.1,2.6,16.0,16.3,53.8,31.6,68.4,91.7,8.3,43.7,56.3,14.899999999999999,7
378,Eric Gordon,SG,HOU,29,30,24,6,32.0,19.5,6.2,14.7,42.3,3.3,9.4,35.1,3.8,4.6,83.2,0.3,1.8,2.1,2.0,2.3,0.6,0.4,1.9,25.7,0,0,10.0,2.0,2.4,5.6,11.7,8.6,7.1,30.8,0.8,3.5,116.1,101.0,15.1,10.1,0.88,9.7,1.1,6.0,3.6,10.9,53.5,58.5,25.5,101.96,8.7,35.9,64.1,29.7,1.0,50.8,12.1,19.5,13.3,28.7,41.4,58.6,83.8,16.2,64.0,36.0,6.199999999999999,2
66,Derrick Favors,C,UTA,26,33,15,18,27.6,12.2,5.0,9.2,54.6,0.2,0.6,26.3,2.1,2.9,72.6,2.4,4.1,6.5,1.5,1.3,0.6,0.9,2.2,25.7,5,0,-0.7,2.5,0.4,8.1,10.5,6.0,5.5,24.5,0.5,2.4,104.2,105.6,-1.4,9.2,1.16,11.4,10.0,17.3,13.6,9.8,55.5,58.8,19.5,95.36,11.6,93.7,6.3,79.2,12.9,3.7,3.0,17.1,12.6,66.3,78.1,21.9,100.0,0.0,78.8,21.2,13.5,1
